timestamp hhmmss.ss, status A/V, sensortype, sensorid, measurementid, measurementvalue, qualityfactor, checksum
190742.00, A, DVTLAM, 1, S, 47.88, 0, 12
190742.00, V, DVTLAS, 1, P, 12.06, 15, 2A
190742.00, V, DVTLAS, 1, A, 11.63, 15, 3B
190742.00, V, DVTLAS, 1, B, 0.25, 15, 0A
190742.00, V, DVTLAS, 1, R, -14.06, 15, 03
190742.00, V, DVTLAS, 1, D, 235.88, 15, 0F
190742.00, A, TEY, 2, O, 2.88, 15, 46
190742.00, A, TEY, 2, C, 0.0, 15, 48
190742.00, A, TEY, 2, F, 0.0, 15, 4D
190742.00, A, TEY, 2, H, 2.88, 15, 41
190742.00, V, TSP, 1, Y, 1.74, 11, 5F
190742.00, V, TSP, 1, X, -0.06, 11, 77
190745.00, V, DVTLAM, 1, B, 6.63, 15, 17
190745.00, V, DVTLAM, 1, A, 13.06, 15, 23
190745.00, V, DVTLAM, 1, R, 3.88, 15, 07
190745.00, V, DVTLAM, 1, P, 13.94, 15, 39
190745.00, A, DVTLAM, 1, D, 237.06, 15, 05
190745.00, V, DVTLAM, 1, T, 1.44, 15, 03
190745.00, V, DVTLAM, 1, S, 47.88, 0, 02
190745.00, A, DVTLAS, 1, P, 12.13, 15, 3E
190745.00, V, DVTLAS, 1, A, 11.63, 15, 3C
190745.00, V, DVTLAS, 1, B, 0.25, 15, 0D
190745.00, V, DVTLAS, 1, R, -14.06, 15, 04
190745.00, A, DVTLAS, 1, D, 238.31, 15, 10
190745.00, A, TEY, 2, O, 2.75, 15, 43
190745.00, A, TEY, 2, C, 0.0, 15, 4F
190745.00, A, TEY, 2, F, 0.0, 15, 4A
190745.00, A, TEY, 2, H, 2.75, 15, 44
190745.00, A, TSP, 1, X, 0.01, 15, 49
190745.00, V, TSP, 1, Y, 1.74, 15, 5C
190748.00, A, DVTLAM, 1, P, 16.56, 15, 28
190748.00, V, DVTLAM, 1, A, 13.06, 15, 2E
190748.00, V, DVTLAM, 1, B, 6.63, 15, 1A
190748.00, V, DVTLAM, 1, R, 3.88, 15, 0A
190748.00, V, DVTLAM, 1, D, 237.06, 15, 1F
190748.00, V, DVTLAM, 1, T, 1.44, 15, 0E
190748.00, V, DVTLAM, 1, S, 47.88, 0, 0F
190748.00, V, DVTLAS, 1, P, 12.13, 15, 24
190748.00, V, DVTLAS, 1, A, 11.63, 15, 31
190748.00, V, DVTLAS, 1, B, 0.25, 15, 00
190748.00, V, DVTLAS, 1, R, -14.06, 15, 09
190748.00, A, DVTLAS, 1, D, 237.56, 15, 13
190748.00, A, TEY, 2, O, 3.5, 15, 48
190748.00, A, TEY, 2, C, 0.0, 15, 42
190748.00, A, TEY, 2, F, 5.0, 15, 42
190748.00, A, TEY, 2, H, 3.5, 15, 4F
190748.00, V, TSP, 1, X, 0.01, 15, 53
190748.00, V, TSP, 1, Y, 1.74, 15, 51
190751.00, V, DVTLAM, 1, P, 16.56, 15, 37
190751.00, V, DVTLAM, 1, A, 13.06, 15, 26
190751.00, V, DVTLAM, 1, B, 6.63, 15, 12
190751.00, V, DVTLAM, 1, R, 3.88, 15, 02
190751.00, A, DVTLAM, 1, D, 235.56, 15, 07
190751.00, A, DVTLAM, 1, T, 1.44, 15, 11
190751.00, A, DVTLAM, 1, S, 48.88, 12, 2C
190751.00, V, DVTLAS, 1, P, 12.13, 15, 2C
